Text,Emotion,Label
im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,sadness,0
i am also feeling his prompting to offer my comments about what exactly is going on in our very troubled world and what he has lead me to do regarding these times we are finding ourselves in,sadness,0
i feel kind of over entertained,happy,5
i feel the determined nudge of the holy spirit to end my slumber and self love,happy,5
i can feel myself getting agitated at all the constant noise chatter,fear,4
i feel honored to have that kind of support,happy,5
i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing,love,2
i feel a bit reluctant to write this,fear,4
i had to change after several months due to the fact that i didnt feel my daughter was being helped or my daughter convinced me how rotten the therapists were,happy,5
i feel very excited after my graduated what kind of lifestyle well have at the same time cafe are going to open but not that soon and we have to think about before a coffee shop what job we have to work as well to me i already fixed and i think youll be soon too,happy,5
i feel like ive isolated myself from regular relationships,sadness,0
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger,1
i love drink them i love that medicine because i want to be health anymore but my family reaction made me feel so depressed,sadness,0
i am living a joyful life and i feel this divine beings as part of my daily life,happy,5
i do not feel welcomed going there,happy,5
i feel valuable a href http idreamculture,happy,5
i feel that the names also reflect on the person as to how dignified it comes together or not dudley dursley cornelius fudge minerva mcgonnagall neville longbottom peter pettigrew oliver wood,happy,5
im feeling somewhat optimistic that in i wont be that damn coward,happy,5
i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us,fear,4
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,fear,4
i feel totally confident that i could get a job at google,happy,5
i feel completely empty detached and depressed,sadness,0
i feel like shes just so distracted but when it comes to my year old brother she waits on him hand and foot,anger,1
i feel there is a shortage of loyal people whom you can trust,love,2
i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal,anger,1
i need to do after much prayer considering things like this but i still always feel a little reluctant to act but i do anyway,fear,4
i think i am starting to feel jealous,anger,1
im feeling positive today and tired and im going to make sure that im good with my diet and exercise from now on,happy,5
im grabbing a minute to post i feel greedy wrong,anger,1
i feel really wonderful about myself and love the life i live,happy,5
i feel isolated as a stay at home mum shonas story notes d athe only negative for me is that i feel isolated as a stay at home mum,sadness,0
i feel selfish for that choice i made i just beg that you dont let your love for me go away,anger,1
i feel anxious for myself moment of truth i feel rather like a tiger in a cage when it comes to testing,fear,4
im feeling uncharacteristically smug to some extent as my usually unheard of planning has indeed beaten the weather with the toddler possessing a winter coat a polar fleece all in one and fluffy lined snow boots,happy,5
im lacking in the accessory department but i have a feeling that once i actually start putting the things i own in one place i might be a little more surprised at what i find,surprise,3
i needed with money that i had occasionally made me feel guilty,sadness,0
i really want to write and still feel like ive not been useful that day,happy,5
i feel so envious and proud of you at the same time if it is at all possible to feel that way,anger,1
i oil rich in omega reverses the look and feel of damaged hair as it weightlessly restores bounce for full flowing styles,sadness,0
i felt jealous when you i feel insecure when,fear,4
i didn t feel particularly sympathetic toward her,love,2
i look into the news especially at these unsettling times sometimes i just feel so burdened to pray and cry out to god for the nations,sadness,0
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,fear,4
i feel really devastated and i feel like i can t breathe,sadness,0
i hope that those of you who actauly found this and read it feel possibly inspired to go out and buy some of these items or even go through storage and see what clothes of yours your mom saved and that you still have a hope of fitting in and mix up your wardrobe for this summer and have a little fun,happy,5
i do feel a little needy,sadness,0
i wasn t feeling insulted over its idiocy i felt supremely bored and actually wound up fastforwarding through a few scenes,anger,1
i feel so pained by a situation or circumstance or i become so frustrated by something that is so out of my control and completely unacceptable that instead of looking like a crazy person running around cursing and screaming i throw a tantrum in my mind,sadness,0
i have noticed improvement is in the gabapentin and last nights dose of zonisamide which left me feeling very relaxed,happy,5
i feel amazed at the world,surprise,3
i feel unwelcome in this home of mine,sadness,0
i love gives me a great feeling of contented accomplishment,happy,5
i could feel the delicate pressure of her fingers searching to feel my arm beneath the course fabric,love,2
i feel so idiotic because of you,sadness,0
i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,happy,5
i feel funny without,surprise,3
i feel that if we decided to just be friends as long as it didnt come about in some unfortunate way that i would be completely good with that,sadness,0
i feel when they are distressed in the night is perhaps more than empathy,fear,4
i only have a few hours of sleep i still feel i have to stay faithful to my goal,happy,5
i passed out last night at the late hour of and am still feeling a bit groggy this morning,sadness,0
i feel so frustrated but i cant tell them i am,anger,1
i feel i find i felt target blank clasheen by nicola brown a href http keepmeinstitchez,sadness,0
i feel stupid and contagious here we are now entertain us a mulatto an albino a mosquito my libido yeah hey yay im worse at what i do best and for this gift i feel blessed our little group has always been and always will until the end hello hello hello how low,sadness,0
im not going to lie some days i feel uber supportive and other days i feel uber frustrated,love,2
i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,fear,4
i email authors about interviews i feel a little intimidated,fear,4
i am ever feeling nostalgic about the fireplace i will know that it is still on the property,love,2
i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,fear,4
i feel so weird that it feels like i wanna curse everything and bang my head onto the wall so that my world will be back to its focus,fear,4
i wanted to take this opportunity to express the way i feel about myself the blog and your lovely selfs of course,love,2
i feel i need to be punished,sadness,0
i have been staying in the word and memorizing scripture and through this i feel that god is showing me just how ugly my heart is,sadness,0
i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,happy,5
i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness,sadness,0
i think ive been feeling sentimental recently too,sadness,0
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,fear,4
i am feeling drained its probably related to addisons,sadness,0
i woke up feeling terrific today and my head is so clear,happy,5
i feel like i should have actively hated every single second rather than just borne it all,anger,1
i feel hated by,anger,1
i still feel incredibly frustrated by it,anger,1
i feel like im pretty weird and open about liking a lot of things i doubt any of my interests would surprise anyone,surprise,3
i feel that gulam ali is even more talented than many other classical singers,happy,5
i sit around and i feel disillusioned with school,sadness,0
i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,love,2
i started to feel super emotional all the time which was so strange,happy,5
i am just waking up with not nearly enough sleep and feeling dazed,surprise,3
i sit here feeling dazed after spending most of the afternoon in a comatose state i realise that hours in a day is not enough to do things we really want to,surprise,3
i get the feeling that he is brewing up some kind of moronic shit storm,sadness,0
i get frustrated i either put him down or give him to todd for a break as well because again i want him to feel peace and calm feelings not frustration,happy,5
i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,fear,4
i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,sadness,0
i feel that a lot of my life i live in a delicate balance of clean and utter mess,love,2
i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,happy,5
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear,4
i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,sadness,0
i feel embarrassed for others that something so small makes them feel awkward,sadness,0
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,anger,1
i feel i am being neglectful to a lot of you by not responding to your comments,sadness,0
i will write anything if i feel passionate about it or at the very least if it genuinely interests me,happy,5
i was feeling grouchy and all,anger,1
i got a feeling by the look in her eyes that she was sincere,happy,5
i could genuinely feel loving toward someone without them ever knowing it if i dont act like it,love,2
im not sure why but i have been feeling really lethargic lately,sadness,0
i get giddy over feeling elegant in a perfectly fitted pencil skirt,happy,5
i drove home i was aware of feeling not like myself and then she called to ask if i was ok,happy,5
i asked feeling outraged,anger,1
i left the eagles complex sunday feeling cooper will have the chance to as he told the team when the news broke last week make it right,sadness,0
id like to think i could live happily away from home but i know id definitely feel homesick id miss my friends and our fun outings the most,sadness,0
i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger,1
im already feeling lethargic,sadness,0
i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can,anger,1
i feel like number is the most important going forward because i felt the change in my confidence and mojo as soon as i hit the s,happy,5
i feel that blogging is less dignified than other media which is why i do it but i also understand it s not a competition and the distinction is somewhat blurred so it s really just a a href http www,happy,5
i feel happy now that i am enjoying the changes in my life and looking forward to the unknown good times that are yet to come autumn and winter are suddenly just new steps on the journey,happy,5
im feeling a little stressed over it already,sadness,0
i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,anger,1
i feel less assaulted by my inadequacies under grey skies on rainy days,sadness,0
i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b,anger,1
i spray it all over my body during afternoons to beat the heat because its refreshing doesnt sting unlike regular baby colognes and the fresh scent is very energizing just the thing i need to keep me from feeling drained and lazy in this intense heat,sadness,0
i feel so respected and seen,happy,5
i got the feeling he wasn t saying this to string me along so much as to have a sympathetic audience to tell his troubles to,love,2
i suffer from very low confidence and im always looking for ways to come across more confident and feel more outgoing in myself,happy,5
i feel skeptical about it,fear,4
i feel kinda violent today,anger,1
i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one,sadness,0
i took a shower then headed to the bsc loop to meet allies for the trip to the club feeling very triumphant that i had helped in such a marvellous prank,happy,5
i don t feel like i m a valuable person,happy,5
i feel rather stressed for the preparations for prom night,anger,1
i feel acclimated like i am finally a part of this organization rather than a timid observer,fear,4
i am bogged down by the feelings of being unloved it only ends up making me feel worthy of love that is being showered upon me how can i feel the love and joy if i feel deep within me unworthy,sadness,0
i feel we re seeing now is a clash between those who are very alarmed at the changes in our planet and those who are rather laconic about the whole thing,fear,4
i do actually feel frightened having seen what my mother went through in her treatment for a malignant melonoma,fear,4
im feeling horny i go on to omegle and have sex chats cyber sex with guys,love,2
im not sure jeremy will be feeling quite so friendly later when luka a href http blog,happy,5
i feel alone all the time and he just happened to be there,sadness,0
i feel anguish for a family that was assaulted raped and systematically assassinated by u,fear,4
i am tired of feeling awful,sadness,0
i am feeling needy needing you so needing your love by the grove,sadness,0
i love the feeling of running in the cold when you can see your breath and cold air seems to refresh you from the inside out,anger,1
i have to say for my first time with filled chocolates i feel like i did a fabulous job,happy,5
i feel glad to have mu tou cause only him can tolerate me and give in to me and massage my leg when its cramp up,happy,5
im feeling very frustrated with my novel in progress right now and i cant even decide why,anger,1
i got upset when i feel that the only person whos uptight on chatting is just me,fear,4
im actually feeling hopeful,happy,5
i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night,fear,4
i hunger for anything i feel ferocious like a tiger,anger,1
i feel which usually very few people may easily subdue the longing of ones or even,love,2
i feel drained yet so excited for her and her new journey,sadness,0
i would be feeling miserable today,sadness,0
i feel so honored and grateful to have met kassim selamat of the swallows during my trip,happy,5
i stepped outside of the house feeling glad to be home again,happy,5
when i got my bsc degree with first class,happy,5
i feel all betrayed and disillusioned,sadness,0
im getting the feeling that my classes are a little intimidated by the concept of a lit,fear,4
i was feeling extremely anxious,fear,4
i feel like i ve been beaten up by an american footballer then run over by a london bus,sadness,0
i feel blessed that i was there at the right time in the right place to see them and to feel a part of something that i hope will give the people of kuwait hope for progress,love,2
i think that now if i were to ride it without you or with another person present i would feel disheartened,sadness,0
i feel burdened by the desire to do something but what can we do,sadness,0
i perceive you feel the dint of pity these are gracious drops,happy,5
im feeling pissed and sad right now,anger,1
i love it i love doing it that way the pride and self satisfaction i feel when i do something by hand like that is a more pleasant feeling than what most other things in life can offer me these days,happy,5
i feel like thats a cop out having safe people,happy,5
i always feel devastated when shows close because it feels like more than just the ending of a production,sadness,0
i no longer feel happy to score well,happy,5
i was feeling irritated and slightly upset after this conversation,anger,1
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger,1
i did manage two short runs and a walk but today im back to feeling just shy of awful,fear,4
i cant help feeling like specifically my weight loss plight however successful is boring,happy,5
i just feel like its rude,anger,1
i feel charming,happy,5
i feel ignored even if that ignoring is something i asked for specifically,sadness,0
i pretty much have everything in place to feel terrific going into this affair,happy,5
i feel that daddy is appreciative and grateful to us all given the circumstances in taking care to release him into his final resting place,happy,5
i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,love,2
im feeling frantic i try to remember to breathe and laugh,fear,4
i would hate to be bit imagine if the secretary is feeling irritable that day eh,anger,1
i feel very excited for my familys future,happy,5
i admit that in the past ive done a lot of time scoffing and feeling superior to christians,happy,5
i feel like ive had to fake my feelings a lot more often then i would have liked to,sadness,0
i feel uncertain and not entirely safe,fear,4
when i was ditched by my girlfriend,sadness,0
i feel really lucky that i m making a living doing this and i think it s important to pass the word about tap dance,happy,5
i am feeling a little more confident i haven t totally lost my mojo but time is running out,happy,5
im feeling really festive now tree is up amp decorated apart from the fairy shes still in the loft will have to go and find her tomorrow,happy,5
im already feeling less agitated,anger,1
i feel offended used and disgusted,anger,1
i feel an inner conflict between my sense of duty and my desire to play i hadn t entertained thoughts of sex,happy,5
i still feel a bit overwhelmed,fear,4
i wanted but knowing nothing about it i stepped into the candyland of make up looking haggard and left feeling radiant with a bag full of products of course,happy,5
i loved the feeling i got during an amazing slalom run whether it was in training or in a race,surprise,3
i feel that people are a shamed of me,sadness,0
i feel like being distracted,anger,1
i was feeling brave when i bought it and clearly when i was doing my makeup,happy,5
ive been feeling a bit overwhelmed with the whole marathon idea lately,fear,4
i could be feeling this way from the cold medicine ive been taking for this chest sinus cold,anger,1
i was beginning to think that i had been cut from the ranks of the frugal antics improv challenge and was beginning to feel a bit insecure about my first entry last month,fear,4
i get the feeling that im valued have potential and am very welcome,happy,5
i got a bit caught up in the moment and forgot that at the core of the rude comments and silly songs were the real feelings of a beloved and brilliant comic actor and a very sweet and big hearted young woman,happy,5
i feel thrilled about learning,happy,5
i feel like having read ulysses is a club of really smart and fun people and i want to join that club,happy,5
i think it will make for an overall more pleasant experience read better wifi accessibility better fitness facilities and just a better overall quality of life but i cant shake the feeling that im still not really doing something that is supporting the warfighter,happy,5
i feel stunningly elegant tonight darling,happy,5
i feel playful im going to tell my boyfriend and if he doesnt feel it too such is life it is his loss,happy,5
i should feel ashamed,sadness,0
i feel satisfied with our progress and proud of myself for doing it,happy,5
i don t feel like i have a cold i just feel sick,anger,1
i began to feel that it was shaken so badly that it would never be repaired,fear,4
i continue to feel amazing and feel zero alarm at the prospect my body might die,happy,5
im just hoping i can walk by then because my thighs are not feeling at all friendly today,happy,5
i am used to being let down and feeling rejected by guys,sadness,0
im going to force him to read dianne wayne jones which even i cant read and hell develop a complex with the realisation that hes just asking questions i cant answer because hes an insecure little berk who needs to feel superior to everyone around him,happy,5
i have still been feeling numb i cant feel myself chewing or swallowing food,sadness,0
i am a mother though most days it still feels strange to realize i am one,surprise,3
i can pass test two this time round ill feel much better about the main exams in may next year,happy,5
i wish for each one to feel with my loving embrace ready to hold you and pick you up giving you strength to face whatever challenges lie ahead,love,2
i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition,sadness,0
i arrived in anchorage it only took a few hours after spending time with my parents eating at a local favorite joint and then going on a stroll in my parent s my childhood neighborhood to be able to take a big sigh and feel relieved,happy,5
i feeling almost defeated,sadness,0
i can feel the frantic beat of his heart but cookie s voice is surprisingly clear,fear,4
i feel so tranquil right now its great,happy,5
i wish i had the week off too i feel like a mellow week of tidying and cleaning watching old movies and daytime tv with them,happy,5
im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes,anger,1
i could compare john fullbright to a lot of people to try to give you some reference points but i feel like that does him a disservice as soon as you think oh hes like fill in the blank suddenly hes not,sadness,0
i am already feeling homesick for a country that isnt mine own,sadness,0
i can walk the entire grocery store without feeling like they re going to give out and the aching doesn t happen often anymore,sadness,0
i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment,anger,1
i find myself when i am feeling most alone,sadness,0
i know i totes feel like a valued and equal person to my coworkers while theyre laughing over shutting women up,happy,5
i am starting the menopause constantly suffer with mood swings temper floods of tears unable to sit for long periods and concentrate feel constantly weepy and on edge feel unable to cope with the day to tasks of ordinary life,sadness,0
im feeling bitter today my mood has been strange the entire day so i guess its that,anger,1
i have been feeling grumpy for the past few days and i just dont feel like being my upbeat self here on my blog,anger,1
im completely fine with bowler providing readers who might be going through a similar identity crisis with the message that they are not alone that their urgings and longings are normal and that they shouldnt be made to feel ashamed of them,sadness,0
ive got all those books and i feel reluctant to sell them,fear,4
i was okay with it but still little have feeling for that my brother was more amazed he like mihm but he wasn t going to get playing time,surprise,3
im sure ill also feel a bit nervous,fear,4
i want to have a job where i am permanent and where i feel like i am valued,happy,5
i feel shes friendly and nice,happy,5
after my boyfriend and i had separated,sadness,0
i feel humiliated when i am forced to make decisions i do not want to make simply to please my parents,sadness,0
i know you feel tortured reading this,anger,1
ive been feeling disgusted and ashamed,anger,1
i am feeling all melancholy,sadness,0
im feeling especially honored as my picks feature alongside some of my favorite designers like diane von furstenberg rodarte and jason wu,happy,5
i am feeling more energetic more alive happier than i have in a long time,happy,5
i vent outrageously with tourette s like unpredictability occasionally leaving behind me a wake of hurt feelings and messy rooms and other not so nice carnage,sadness,0
i now feel so determined to smash round and really give her something to be proud of,happy,5
i start to feel my feelings for him how they still rise in my heart like the submissive tide that obeys lunar whims,sadness,0
i do not like chain letters or anything that says you must we all have too many things we feel we must do so i give it to you freely with no obligation that you must do anything except the sincere wish for you to be happy,happy,5
i know the playwright robert reid socially and i feel a bit weird being so critical of work by someone im kinda sorta friends with,surprise,3
i wake up and decide that i feel like doing something else entirely well then ill just do that instead,happy,5
im feeling sentimental so ive decided to make a list of some of the things ill miss most,sadness,0
i feel funny cause bonka neva thanked me fa his awards,surprise,3
i want to savor this feeling of ecstatic anticipation in which i abide these days,happy,5
i feel bad for searching for rule,sadness,0
i feel relieved and ready to move on to the next series of challenges that life has to offer,happy,5
i feel absolutely fantastic and i hope baby does too,happy,5
i go home i feel so empty,sadness,0
i feel wonderful because i see aku merasa luar biasa karena kulihat the love light in your eyes,happy,5
i feel like he counted my letter as one supporting the current status quo which to say the least is not what i stated,happy,5
i feel stressed i venture out to photograph nature in any form and that lifts my spirit,sadness,0
im feeling a little bit melancholy tonight,sadness,0
i loved a person and he went away it wasnt necessary that he left me to reach his goals,anger,1
i feel ignored i feel this boredom like a little sword straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my chest to my chest to my chest straight to my chest straight to my,sadness,0
i retorted feeling my face grow hot,love,2
i didn t feel excited playing it that s how i d know it was time to get rid of the high heels and call it a day,happy,5
i arrived at the gym she was such a ball of sunshine and made me feel very welcomed at the gym although i felt like a dorky unfit rotund sloth that did not fit in with the environment of buffed fit looking and fierce looking bloke,happy,5
i feel like thats almost ok since no political party in the uk ever seems to reach out to young voters,happy,5
i ever used along with loreal max factor and collection so whenever i see either one of these names i instantly feel that sweet nostalgic feeling as if im discovering make up for the first time again,love,2
i feel like im taking care of a needy puppy not living with a mother,sadness,0
i am feeling very eager for what my darling has in store for us,happy,5
im so going to end up feeling slutty and be like ah,love,2
i was feeling even less splendid and had nothing that needed to be done all day so i decided to baby myself,happy,5
i feel invigorated and enthusiastic,happy,5
i miss them like crazy every time i think about them i feel a sense of melancholy a fervent yearning to see them to be by their side to know how they are doing,sadness,0
i feel like this way i would be less bothered,anger,1
i am feeling so much love for my own mother and appreciative of all that she has done for me,happy,5
i feel is only acceptable when that violence could lessen much more violence this could also apply to what i am discussing below i,happy,5
i feel as though i have a blank canvas and can pick any theme i want,sadness,0
i didnt let the swim leave me feeling defeated,sadness,0
i feel all listless,sadness,0
i feel quite privileged because myself and the other foreigners live in a complex known to all as the foreign experts building i dont think im really an expert at anything but if thats how theyd like to call it im fine with it haha,happy,5
i hold the bow it make me feel cool,happy,5
i also feel ungrateful after hearing stories from my grandma about people she knew at hospitals or nursing homes who had no one to talk to at all and for whom simple small talk was a huge step,sadness,0
i mean great food that holds wonderful memories and will make me feel good when i have it,happy,5
i know that is satans plan to make us feel inadequate but i never expected i would actually listen to him,sadness,0
i am feeling very energetic now,happy,5
i do that i d feel regretful,sadness,0
i still feel regretful and wish i could take back every moment from hours ago,sadness,0
i feel like i am losing confidence but for now i feel calm,happy,5
i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,surprise,3
im feeling generous tonight,love,2
i am also feeling awful,sadness,0
i feel tranquil and content,happy,5
i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,sadness,0
i even mentioned him was to show i want to trust you with my feelings hoping you would not think i was being rude mean coercive or pushy,anger,1
i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,sadness,0
i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,sadness,0
i feel like im in a whirlwind and the next im trying not to be too impatient as i wait,anger,1
i love this service because it is easy to use set up amp because i feel like by using the service im supporting a small company which we all know i love to do,love,2
i feel so deeply shocked and saddened,surprise,3
i have a feeling he is much more talented than i am,happy,5
i hope you get that butterflies feeling again one day because it was really fantastic,happy,5
i was exceptionally hurt by it and i m definitely still feeling the impact when it comes to trusting people,happy,5
i was feeling productive,happy,5
i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,anger,1
i have been feeling strong and optimistic and then bam,happy,5
i feel very uncomfortable around people with down syndrome,fear,4
i love doing kim kardashion make up tutorials i always feel so glamorous with all that make up on,happy,5
i think there are quality submissions out there but authors are conforming more to writing in genres they feel will get accepted by a publisher,happy,5
im feeling boring,sadness,0
i learned what its truely like to feel and be submissive,sadness,0
ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long,surprise,3
i have a feeling innocent world and i are going to become great friends,happy,5
i feel that things i learn in my course so useful right now,happy,5
i feel this energy of the divine flame,happy,5
i feel so foolish for resisting what was obviously meant to be,sadness,0
i know and i feel that its time to wake up to be brave to change my perspective,happy,5
i feel very frustrated and very sad,anger,1
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,happy,5
i do feel like the blank slate leads for a ton of possibilities which gets me really excited,sadness,0
i am a very generous person in that i give quality time and make people feel special,happy,5
i miss how safe and comfortable he made me feel and how vulnerable i was able to be with him because i knew he loved me,fear,4
i do not feel particularly damaged by that,sadness,0
i feel very giggly and upbeat even though i feel like i should probably be morose and sombre,happy,5
i went over my feelings she said i am very fearful and conflicted,fear,4
i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive,happy,5
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,anger,1
i talk to my real estate agent for some advice on how to proceed not that i feel she will offer much again im not too impressed with her,surprise,3
i feel it is unfortunate that in the end my year old will hate her father unless he ceases to use his daughter as a pawn to impress these women while she s still young enough to not realize what is really going on,sadness,0
i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,fear,4
i feel that the world is a tragic and woeful place to live in,sadness,0
i remember feeling dismayed from this observation,sadness,0
i came to a theory whereby even if you feel that you do not want to hear the truth in the end you would have to face it for my case i had to read it which was a remorseful feeling for me,sadness,0
i do feel confident that ill be able to compete on price my product is some of the most affordable on etsy but what if people would rather pay more for pompoms and multi colored braided ear flaps,happy,5
i have to say that when i received a gorgeous parcel of therapi skincare the beauty of the products absolutely took my breath away the lovely white glass packaging looks luxe but retains an apothecary feel perfect for an organic brand,happy,5
i don t know i just had this gut feeling and it just really bothered me he said,anger,1
i also feel as it has helped me become an intelligent individual,happy,5
i am heavy and i feel dull all over i think i ve stopped breathing,sadness,0
i start enjoying it and it becomes part of the general fabric of feeling joyful about your everyday activities about just being,happy,5
i have been feeling generally disheartened by my continually plummeting tots score despite the fact that my stats are improving so much,sadness,0
i feel that i have lived long enough i am leaving you with your worries in this sweet cesspool,happy,5
i glimpsed a visitor but i could feel it was disturbed somehow whether mad or confused or something similar,sadness,0
i remember feeling excited about that particular day because i considered myself a grown up and woop,happy,5
i feel more truthful than usual these days,happy,5
i feel that his apology was sincere i just couldnt help feeling a bit more unhappy about what happened,happy,5
i feel about gift cards they re after thoughts and rude,anger,1
i only feel irritated by it,anger,1
i am this morning filled with the feeling of possibility and the gentle morning haze of nyquil,love,2
i feel ecstatic when youre with me mr mrs lightning rod,happy,5
i feel like im really settling into my life here and like im finally back in the spain that ive missed for more than years,sadness,0
i don t want to bury the hatchet with even though it would be in my best interest simply because i feel that apologizing to a person that insulted me would make me feel like a punk,anger,1
i realize i should be extremely grateful for your act of kindness lord i m feeling quite distressed at the moment,fear,4
i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me,fear,4
i feel like i smell pretty after i use it,happy,5
i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,fear,4
i went to registration passed an uneventful five minutes feeling deeply amused,happy,5
i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,happy,5
i feel supportive of him i also cant help but feel jealous,love,2
im busy i just bask in that fabulous overwhelming feeling and when i have really nothing to do i just live my life as a cat would just caring about sleeping and eating,love,2
i feel that they will hire billy over sasha because they will not have to pay billy to play catch up on the work that he missed,sadness,0
i dont sleep more and i am still waking a am but what this does is help me get off to sleep quicker and i feel like i am going into a deeper more relaxed sleep,happy,5
i hadnt anticipated happening quite so quickly in this new international life was feeling passionate about honduras,love,2
i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,sadness,0
im just really hurting and feeling a bit overwhelmed,fear,4
id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,sadness,0
i remember feeling paranoid,fear,4
i didnt feel as obnoxious as before when i didnt feel like doing anything but sulk,anger,1
i smile people smile back and tell me they feel a little cheered up seeing me being jolly in the morning,happy,5
im starting to feel more sociable again i actually feel like going out and seeing friends rather than crying off because im feeling like a twisted knotted ball of pain,happy,5
im going to have to tell myself this a lot today when i feel so defeated,sadness,0
im putting my books in a stack and wondering when ill stop feeling so sad about the passing of ray bradbury,sadness,0
ive left feeling indirectly manhandled or abused,sadness,0
i feel eager to begin and excited at the prospect of the personal growth and deepening of my relationship with christ which i expect to see over the course of the next days,happy,5
i find it hard to breathe and sometimes feel a little shaken up by the days events,fear,4
im also feeling pretty paranoid a lot and no i dont take drugs,fear,4
i attended a session in the pub afterwards and i m feeling a bit tender this morning,love,2
i feel such an attachment to cindy her sweet family and atticus,happy,5
i dont know if i feel this way because i live in la and id rather be somewhere else or if its because im stressed about money work or if im just in need of a hug,sadness,0
i also like to knit but dont do it as intensely as when i was nowadays i mostly knit socks which gives me the feeling that watching tv isnt that useless because i can knit while watching a film or series,sadness,0
i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because i was on a boat with my mom grandmother and great aunt and no where to flee except the damn cold baltic sea,fear,4
i ask him if he is feeling adventurous and wants to see that one since he already booked his friday and saturday nights and i already know he has church stuff on sundays,happy,5
i feel like watching some delicious trash i always want to include my partner in the ritual,happy,5
i feel so cute,happy,5
i feel a bit gloomy in general and not entirely sure why,sadness,0
ive been at the lowest ive ever been feeling really shitty about myself,sadness,0
i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me,anger,1
i am feeling rather artistic and felt like sharing some of my artwork,happy,5
i use it all over my face and sometimes my neck if i m feeling generous,love,2
i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,anger,1
